Time (s),RA (deg),Dec (deg)
2024-09-26 19:09:42,93.84917140674352,-3.142248315448975
2024-09-26 19:21:42,96.88212514879478,-3.033902251188105
2024-09-26 19:25:42,97.91606803947795,-3.0418112131180197
2024-09-26 19:31:42,99.42566613517876,-3.04493351908553
2024-09-26 19:32:42,99.65730891443857,-3.0313332035483085
2024-09-26 19:33:42,99.92409374337542,-3.0414234748486733
2024-09-26 19:37:42,100.92946642833935,-3.0416549563934616
2024-09-26 19:39:42,101.43756444530752,-3.045407908299504
